KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
10812649,5285,4.4,0.9081,      ,      ,      ,       ,0,297.32892,48.12769,,
10812693,6048,4.42,1.1218,      ,      ,      ,       ,0,297.33841,48.16484,,
10812728,5919,4.46,1.0825,55.181,4.584,0.179,0.0021,0,297.3476,48.11917,,
10812774,5619,4.61,0.9969,24.875,1.398,0.188,0.1311,0,297.36334,48.12719,,
10812916,6000,4.59,1.107,      ,      ,      ,       ,0,297.40634,48.18494,,
10812955,5972,4.53,1.0984,      ,      ,      ,       ,0,297.41815,48.15558,,
10813113,4958,4.39,0.8234,      ,      ,      ,       ,0,297.45892,48.14697,,
10813185,5447,4.5,0.9506,48.541,1.813,0.284,0.076,0,297.48056,48.16052,,
10813189,5446,4.29,0.9503,49.889,5.555,0.319,0.0995,0,297.48135,48.11044,,
10813235,4641,4.58,0.7394,2.871,0.05,0.085,0.0031,0,297.4917,48.12362,,
10813283,5078,3.79,0.8545,      ,      ,      ,       ,0,297.50589,48.19159,,
10813374,5931,4.49,1.0861,      ,      ,      ,       ,0,297.52823,48.12679,,
10813405,5643,4.52,1.0035,      ,      ,      ,       ,0,297.53662,48.19741,,
10813423,5651,4.4,1.0058,      ,      ,      ,       ,0,297.54086,48.13788,,
10813496,5688,4.53,1.016,17.399,1.611,0.056,0.0751,0,297.55988,48.16922,,
10813519,5930,4.49,1.0858,26.329,2.511,0.101,0.0449,0,297.56918,48.10128,,
10813522,6311,4.25,1.2081,46.98,2.155,0.195,0.0007,0,297.57059,48.14555,,
10813562,6312,4.45,1.2085,      ,      ,      ,       ,0,297.58298,48.12005,,
10813567,6199,4.43,1.1703,5.52,0.161,0.309,0.2304,0,297.58453,48.18212,,
10813597,5315,4.36,0.9159,22.035,0.636,0.214,0.1068,0,297.59277,48.16561,,
10813652,6341,4.42,1.2186,4.771,1.521,0.207,0.167,0,297.60477,48.1165,,
10813668,5294,4.53,0.9104,16.541,0.871,0.028,0.0263,0,297.60846,48.11251,,
10813798,5459,4.57,0.9538,28.154,3.14,0.316,0.2122,0,297.64938,48.15391,,
10813888,6099,4.3,1.1379,7.677,0.361,0.197,0.1399,0,297.67447,48.13349,,
10813910,6085,4.29,1.1334,9.236,0.369,0.153,0.1113,0,297.6792,48.10962,,
10813983,5855,4.52,1.0636,      ,      ,      ,       ,0,297.70114,48.10014,,
10813984,5588,4.53,0.9885,      ,      ,      ,       ,0,297.70166,48.19708,,
10814068,5559,4.38,0.9806,      ,      ,      ,       ,0,297.72861,48.14356,,
10814073,5668,4.71,1.0105,      ,      ,      ,       ,0,297.73022,48.18257,,
10814146,5903,4.28,1.0778,      ,      ,      ,       ,0,297.75317,48.11679,,
10814170,5185,4.29,0.8821,40.837,11.416,0.37,0.1723,0,297.75757,48.13912,,
10814321,5531,4.31,0.973,      ,      ,      ,       ,0,297.79822,48.13093,,
10814337,5823,4.4,1.0543,11.23,0.05,0.254,0.1566,0,297.8027,48.10301,,
10814424,5729,4.37,1.0275,27.692,0.502,0.232,0.1135,0,297.82449,48.14334,,
10814446,4816,4.55,0.7862,48.561,9.339,0.254,0.0687,0,297.8316,48.18866,,
10814462,4765,4.45,0.7727,      ,      ,      ,       ,0,297.83508,48.11951,,
10814467,6139,4.68,1.1507,      ,      ,      ,       ,0,297.83914,48.1365,,
10814557,5926,4.52,1.0846,      ,      ,      ,       ,0,297.86758,48.17282,,
10814622,5858,4.34,1.0645,24.682,2.575,0.131,0.066,0,297.88916,48.13217,,
10814683,5794,4.41,1.046,      ,      ,      ,       ,0,297.90533,48.1706,,
10814691,5517,4.35,0.9693,      ,      ,      ,       ,0,297.90775,48.14623,,
10814701,5834,4.74,1.0575,13.803,0.393,0.03,0.0741,0,297.90942,48.18066,,
10814738,5672,4.53,1.0116,      ,      ,      ,       ,0,297.92068,48.10172,,
10814839,5823,4.65,1.0543,      ,      ,      ,       ,0,297.94513,48.12323,,
10814900,6339,4.58,1.2179,      ,      ,      ,       ,0,297.9649,48.12421,,
10814956,6069,4.65,1.1284,34.062,0.467,0.225,0.0458,0,297.97745,48.10413,,
10815019,5603,4.49,0.9926,      ,      ,      ,       ,0,297.99945,48.10736,,
10815050,5415,4.28,0.9421,      ,      ,      ,       ,0,298.00677,48.15496,,
10815079,5302,4.66,0.9125,30.033,0.497,0.266,0.1853,0,298.01297,48.108,,
10815193,5502,4.07,0.9653,49.239,0.775,0.449,0.1942,0,298.04355,48.11861,,
10815194,5070,4.32,0.8524,      ,      ,      ,       ,0,298.04385,48.18918,,
10815263,5937,4.25,1.0879,      ,      ,      ,       ,0,298.0593,48.11565,,
10815295,5643,4.64,1.0035,      ,      ,      ,       ,0,298.06985,48.13149,,
10815314,5173,4.49,0.879,      ,      ,      ,       ,0,298.07434,48.19408,,
10815317,6068,4.42,1.1281,      ,      ,      ,       ,0,298.07489,48.14366,,
10815444,6213,4.24,1.1749,      ,      ,      ,       ,0,298.11331,48.17279,,
10815659,5536,4.62,0.9744,      ,      ,      ,       ,0,298.16849,48.12611,,
10815677,5637,4.72,1.0019,22.88,0.604,0.166,0.1278,0,298.17337,48.17361,,
10815701,5807,4.8,1.0497,      ,      ,      ,       ,0,298.18073,48.17606,,
10815705,5643,4.4,1.0035,      ,      ,      ,       ,0,298.18127,48.12429,,
10815745,5801,4.58,1.048,      ,      ,      ,       ,0,298.18991,48.18142,,
10815824,5593,4.67,0.9898,      ,      ,      ,       ,0,298.21054,48.19241,,
10815861,5627,4.5,0.9991,47.927,6.291,0.192,0.0122,0,298.21918,48.19874,,
10815879,5541,4.47,0.9757,50.693,3.258,0.162,0.0111,0,298.22617,48.15351,,
10815899,6190,4.63,1.1673,      ,      ,      ,       ,0,298.23279,48.11331,,
10815956,5571,4.68,0.9839,0.351,0.003,0.265,0.1276,0,298.24896,48.18197,,
10816108,5199,4.17,0.8857,      ,      ,      ,       ,0,298.29202,48.12299,,
10816114,5170,4.57,0.8782,      ,      ,      ,       ,0,298.29376,48.16273,,
10816149,5735,4.37,1.0292,42.533,2.918,0.142,0.0156,0,298.30255,48.10553,,
10816156,5291,4.8,0.9096,      ,      ,      ,       ,0,298.30591,48.15809,,
10816221,5958,4.32,1.0942,      ,      ,      ,       ,0,298.3241,48.11744,,
10816318,5892,4.44,1.0745,14.777,0.064,0.231,0.1772,0,298.35153,48.14589,,
10816339,5051,4.5,0.8475,      ,      ,      ,       ,0,298.35736,48.12536,,
10816348,5824,4.43,1.0546,      ,      ,      ,       ,0,298.35938,48.10286,,
10816399,6148,4.64,1.1536,      ,      ,      ,       ,0,298.37408,48.16979,,
10816490,5494,4.74,0.9631,      ,      ,      ,       ,0,298.39655,48.13691,,
10816498,5865,4.54,1.0666,      ,      ,      ,       ,0,298.39813,48.15923,,
10816511,5697,4.29,1.0185,      ,      ,      ,       ,0,298.40155,48.12979,,
10816655,6025,4.63,1.1147,      ,      ,      ,       ,0,298.43518,48.16619,,
10816685,6039,4.62,1.119,      ,      ,      ,       ,0,298.44186,48.16736,,
10816692,4878,4.31,0.8025,      ,      ,      ,       ,0,298.44373,48.13212,,
10816733,5801,4.5,1.048,      ,      ,      ,       ,0,298.45758,48.15772,,
10816741,6216,4.46,1.1759,      ,      ,      ,       ,0,298.45975,48.15885,,
10816792,5070,4.67,0.8524,28.372,6.906,0.293,0.1866,0,298.47394,48.16536,,
10817029,5691,4.66,1.0169,      ,      ,      ,       ,0,298.53607,48.16941,,
10817100,5360,4.62,0.9277,      ,      ,      ,       ,0,298.56052,48.16197,,
10817103,5890,4.59,1.0739,      ,      ,      ,       ,0,298.56088,48.10205,,
10817120,5856,4.42,1.0639,24.796,2.345,0.129,0.0657,0,298.56744,48.14251,,
10817155,6015,4.43,1.1116,      ,      ,      ,       ,0,298.57565,48.14772,,
10817206,5625,4.55,0.9986,      ,      ,      ,       ,0,298.5864,48.10252,,
10817254,6044,4.52,1.1206,      ,      ,      ,       ,0,298.60034,48.1635,,
10817328,5229,4.8,0.8935,      ,      ,      ,       ,0,298.61942,48.13197,,
10817370,5727,4.89,1.0269,      ,      ,      ,       ,0,298.63022,48.11776,,
10817459,5643,4.53,1.0035,20.076,1.708,0.073,0.0887,0,298.65912,48.15641,,
10817548,6402,4.17,1.2402,      ,      ,      ,       ,0,298.68854,48.11404,,
10817567,6290,4.62,1.2009,      ,      ,      ,       ,0,298.69562,48.16656,,
10817608,4670,4.59,0.7472,48.068,4.058,0.25,0.0739,0,298.7081,48.14243,,
10817734,5882,4.11,1.0715,53.179,8.907,0.159,0.0032,0,298.74384,48.17122,,
10817769,4905,4.61,0.8095,      ,      ,      ,       ,0,298.75357,48.11405,,
10817785,6143,4.26,1.152,5.2,1.436,0.221,0.1488,0,298.75745,48.12726,,
10817841,5506,4.62,0.9663,50.44,5.243,0.173,0.0118,0,298.77567,48.1008,,
10817896,5028,4.4,0.8415,      ,      ,      ,       ,0,298.79114,48.14456,,
10817979,5709,4.63,1.0219,      ,      ,      ,       ,0,298.81281,48.12474,,
10818153,5803,4.43,1.0486,      ,      ,      ,       ,0,298.86072,48.11641,,
10818272,5395,4.77,0.9369,      ,      ,      ,       ,0,298.89041,48.11555,,
10818301,6170,4.3,1.1607,      ,      ,      ,       ,0,298.89969,48.14548,,
10818350,5323,4.48,0.918,      ,      ,      ,       ,0,298.91376,48.16816,,
10818383,5169,4.58,0.878,      ,      ,      ,       ,0,298.9213,48.18716,,
10818760,5266,4.47,0.9031,      ,      ,      ,       ,0,299.02716,48.11605,,
10818849,4589,4.41,0.7251,      ,      ,      ,       ,0,299.05258,48.15932,,
10819216,4771,4.31,0.7743,32.908,1.577,0.201,0.1085,0,299.16193,48.12092,,
10841506,5883,4.28,1.0718,34.685,1.057,0.257,0.08,0,281.25452,48.22525,,
10841529,4997,4.36,0.8335,39.393,3.342,0.442,0.2376,0,281.2608,48.24003,,
10841541,5479,4.34,0.9591,      ,      ,      ,       ,0,281.2684,48.2375,,
10841548,5906,4.41,1.0786,      ,      ,      ,       ,0,281.27829,48.25821,,
10841578,6116,4.44,1.1433,      ,      ,      ,       ,0,281.29688,48.24917,,
10841611,5787,4.26,1.044,      ,      ,      ,       ,0,281.31326,48.20781,,
10841614,5802,4.4,1.0483,      ,      ,      ,       ,0,281.31342,48.27443,,
10841615,4809,4.58,0.7843,      ,      ,      ,       ,0,281.31372,48.26117,,
10841624,5951,4.42,1.0921,      ,      ,      ,       ,0,281.31693,48.28342,,
10841628,5392,4.54,0.9361,      ,      ,      ,       ,0,281.31836,48.25149,,
10841821,5508,4.45,0.9669,34.645,4.803,0.242,0.0995,0,281.43954,48.29434,,
10841824,6124,4.15,1.1459,      ,      ,      ,       ,0,281.44009,48.2662,,
10841876,5737,4.21,1.0298,      ,      ,      ,       ,0,281.46619,48.27712,,
10842017,5692,4.61,1.0171,      ,      ,      ,       ,0,281.54422,48.29822,,
10842050,5075,4.75,0.8537,48.356,9.797,0.495,0.2285,0,281.56897,48.27122,,
10842053,5502,4.59,0.9653,      ,      ,      ,       ,0,281.57028,48.28473,,
10842055,5677,4.45,1.013,49.501,4.547,0.196,0.009,0,281.57074,48.27091,,
10842144,5391,4.51,0.9358,31.785,5.276,0.234,0.1303,0,281.61981,48.21383,,
10842168,5138,4.85,0.87,20.342,10.588,0.072,0.0261,0,281.63602,48.24032,,
10842232,5814,4.51,1.0517,      ,      ,      ,       ,0,281.6684,48.29008,,
10842249,5830,4.47,1.0564,      ,      ,      ,       ,0,281.68365,48.26206,,
10842250,5146,4.4,0.872,      ,      ,      ,       ,0,281.68381,48.28381,,
10842255,5798,4.38,1.0471,37.851,0.223,0.313,0.118,0,281.68713,48.23002,,
10842273,5797,4.69,1.0468,      ,      ,      ,       ,0,281.6951,48.29104,,
10842284,5248,4.57,0.8985,      ,      ,      ,       ,0,281.69955,48.24358,,
10842320,4486,4.63,0.6964,      ,      ,      ,       ,0,281.72223,48.29114,,
10842346,6068,4.42,1.1281,      ,      ,      ,       ,0,281.73364,48.28809,,
10842438,5225,4.55,0.8925,      ,      ,      ,       ,0,281.78662,48.2739,,
10842562,5423,4.57,0.9442,30.661,3.516,0.27,0.1616,0,281.85901,48.23079,,
10842585,5354,4.5,0.9261,40.98,7.909,0.293,0.1127,0,281.87259,48.25651,,
10842658,5040,4.54,0.8446,26.349,2.875,0.048,0.0455,0,281.91736,48.22032,,
10842687,5825,4.27,1.0549,      ,      ,      ,       ,0,281.93512,48.21353,,
10842718,5534,4.38,0.9739,26.907,0.143,0.373,0.2477,0,281.94702,48.2226,,
10842861,5669,4.32,1.0107,      ,      ,      ,       ,0,282.03738,48.23074,,
10842884,5978,4.45,1.1003,14.048,3.067,0.177,0.1495,0,282.05231,48.2328,,
10842924,5374,4.49,0.9313,      ,      ,      ,       ,0,282.07486,48.26038,,
10842929,4980,4.29,0.8291,      ,      ,      ,       ,0,282.07718,48.27143,,
10842934,5643,4.46,1.0035,      ,      ,      ,       ,0,282.07837,48.28444,,
10842948,5481,4.61,0.9596,      ,      ,      ,       ,0,282.08453,48.25182,,
10843006,5872,4.42,1.0686,      ,      ,      ,       ,0,282.11465,48.29199,,
10843280,5121,4.49,0.8656,30.947,1.545,0.258,0.1888,0,282.27692,48.25376,,
10843332,5195,4.6,0.8847,      ,      ,      ,       ,0,282.31119,48.25203,,
10843345,5717,4.4,1.0241,54.881,4.376,0.262,0.0392,0,282.32025,48.29846,,
10843350,5679,4.3,1.0135,58.328,6.753,0.103,0.0041,0,282.32254,48.20677,,
10843358,5588,4.33,0.9885,      ,      ,      ,       ,0,282.32758,48.25557,,
10843404,6349,4.18,1.2214,      ,      ,      ,       ,0,282.35266,48.27531,,
10843641,5755,4.49,1.0348,16.623,2.248,0.276,0.1996,0,282.49881,48.26695,,
10843779,5573,4.55,0.9844,      ,      ,      ,       ,0,282.58398,48.28497,,
10843831,5877,4.42,1.0701,      ,      ,      ,       ,0,282.62881,48.2075,,
10843864,5317,4.65,0.9164,      ,      ,      ,       ,0,282.6507,48.27119,,
10843889,5540,4.53,0.9755,38.355,0.944,0.176,0.0362,0,282.66684,48.20408,,
10843923,5687,4.29,1.0157,28.127,1.063,0.029,0.0818,0,282.6904,48.23472,,
10843928,4610,4.57,0.7309,      ,      ,      ,       ,0,282.69431,48.22772,,
10843930,5422,4.34,0.944,      ,      ,      ,       ,0,282.69482,48.25063,,
10844029,5816,4.43,1.0523,      ,      ,      ,       ,0,282.76566,48.25239,,
10844053,5683,4.41,1.0146,      ,      ,      ,       ,0,282.78064,48.22584,,
10844056,5469,4.66,0.9565,      ,      ,      ,       ,0,282.78183,48.21724,,
10844136,5419,4.01,0.9432,51.792,1.568,0.152,0.0121,0,282.83905,48.21927,,
10844142,6271,4.25,1.1944,5.943,0.055,0.203,0.1627,0,282.84015,48.26295,,
10844170,5267,3.75,0.9034,      ,      ,      ,       ,0,282.86035,48.21998,,
10844211,4886,4.38,0.8046,42.532,1.273,0.137,0.0658,0,282.888,48.23464,,
10844217,5753,4.33,1.0343,      ,      ,      ,       ,0,282.89325,48.28568,,
10844250,5705,4.34,1.0208,      ,      ,      ,       ,0,282.91315,48.27828,,
10844310,5357,4.38,0.9269,      ,      ,      ,       ,0,282.9483,48.24502,,
10844373,5421,4.6,0.9437,      ,      ,      ,       ,0,282.99066,48.21482,,
10844388,4968,4.54,0.826,      ,      ,      ,       ,0,283.00195,48.22522,,
10844393,5458,4.94,0.9535,      ,      ,      ,       ,0,283.0047,48.21715,,
10844413,5601,4.53,0.992,      ,      ,      ,       ,0,283.01767,48.25369,,
10844428,5594,4.58,0.9901,      ,      ,      ,       ,0,283.02634,48.21311,,
10844456,5051,4.46,0.8475,      ,      ,      ,       ,0,283.04105,48.2678,,
10844462,6000,4.4,1.107,      ,      ,      ,       ,0,283.04544,48.20005,,
10844549,5731,4.53,1.0281,      ,      ,      ,       ,0,283.10159,48.20737,,
10844564,5496,4.8,0.9637,      ,      ,      ,       ,0,283.11502,48.28153,,
10844590,5797,4.53,1.0468,      ,      ,      ,       ,0,283.13513,48.24295,,
10844609,5804,4.35,1.0488,      ,      ,      ,       ,0,283.15219,48.20407,,
10844621,5770,4.52,1.0391,24.858,2.983,0.117,0.0834,0,283.16464,48.29827,,
10844671,5606,4.54,0.9934,20.26,3.69,0.161,0.0923,0,283.19641,48.23163,,
10844708,5210,4.43,0.8886,      ,      ,      ,       ,0,283.22385,48.28481,,
10844728,5533,4.54,0.9736,      ,      ,      ,       ,0,283.23654,48.29812,,
10844738,5526,4.51,0.9717,      ,      ,      ,       ,0,283.24216,48.24089,,
10844748,5690,4.53,1.0166,26.274,0.382,0.196,0.1054,0,283.24823,48.23782,,
10844829,4828,4.54,0.7894,      ,      ,      ,       ,0,283.29935,48.27713,,
10844881,5171,4.52,0.8785,      ,      ,      ,       ,0,283.34039,48.23686,,
10844932,5796,4.33,1.0465,      ,      ,      ,       ,0,283.36984,48.24607,,
10845027,4462,4.57,0.6896,      ,      ,      ,       ,0,283.43967,48.225,,
10845110,5358,4.38,0.9271,      ,      ,      ,       ,0,283.49323,48.2809,,
10845221,5533,4.62,0.9736,      ,      ,      ,       ,0,283.57492,48.27189,,
10845320,5617,4.5,0.9964,35.092,0.163,0.257,0.0994,0,283.63284,48.2133,,
10845383,5567,4.94,0.9828,      ,      ,      ,       ,0,283.68286,48.28707,,
10845540,5952,4.44,1.0924,      ,      ,      ,       ,0,283.77777,48.27054,,
10845572,5428,4.58,0.9456,      ,      ,      ,       ,0,283.79715,48.25601,,
10845608,5528,4.53,0.9722,      ,      ,      ,       ,0,283.81848,48.24276,,
10845650,4579,4.51,0.7224,31.723,7.383,0.12,0.0597,0,283.84113,48.27315,,
10845676,5217,4.62,0.8904,      ,      ,      ,       ,0,283.85825,48.26503,,
10846926,5942,4.45,1.0894,60.365,1.56,0.291,0.052,0,284.66788,48.29486,,
10847020,6027,4.42,1.1153,      ,      ,      ,       ,0,284.73621,48.25231,,
10847070,5305,4.52,0.9133,42.776,0.97,0.058,0.0381,0,284.76755,48.29115,,
10847088,5703,4.56,1.0202,      ,      ,      ,       ,0,284.78098,48.26004,,
10847107,5807,4.51,1.0497,      ,      ,      ,       ,0,284.79269,48.20799,,
10847145,5754,4.58,1.0346,      ,      ,      ,       ,0,284.8075,48.20126,,
10847223,6249,4.22,1.187,      ,      ,      ,       ,0,284.85687,48.28994,,
10847240,5676,4.6,1.0127,      ,      ,      ,       ,0,284.87143,48.27503,,
10847272,5864,4.36,1.0663,32.929,7.068,0.34,0.1509,0,284.88574,48.24771,,
10847304,5812,4.49,1.0511,      ,      ,      ,       ,0,284.9035,48.28308,,
10847377,5052,4.29,0.8477,36.893,5.682,0.274,0.1459,0,284.94208,48.21354,,
10847439,5676,4.45,1.0127,      ,      ,      ,       ,0,284.98059,48.2944,,
10847459,5343,4.45,0.9232,      ,      ,      ,       ,0,284.99393,48.21359,,
10847511,5591,4.55,0.9893,      ,      ,      ,       ,0,285.01944,48.22905,,
10847625,5743,4.53,1.0315,      ,      ,      ,       ,0,285.0784,48.26968,,
10847722,5439,4.72,0.9485,      ,      ,      ,       ,0,285.13776,48.22999,,
10847862,4548,4.56,0.7138,      ,      ,      ,       ,0,285.2225,48.28551,,
10847881,5277,4.19,0.906,      ,      ,      ,       ,0,285.23273,48.25273,,
10847883,5928,4.12,1.0852,57.449,12.969,0.304,0.0675,0,285.23553,48.25619,,
10847886,4801,4.55,0.7822,      ,      ,      ,       ,0,285.23709,48.24212,,
10847913,5070,4.51,0.8524,29.026,3.939,0.114,0.0715,0,285.2551,48.22115,,
10847960,5868,4.39,1.0674,      ,      ,      ,       ,0,285.28491,48.22933,,
10847966,5309,4.33,0.9143,      ,      ,      ,       ,0,285.28745,48.2151,,
10847991,6066,4.26,1.1275,      ,      ,      ,       ,0,285.29681,48.29245,,
10848050,5433,4.26,0.9469,45.209,9.155,0.207,0.0246,0,285.33075,48.21163,,
10848065,4933,4.53,0.8169,      ,      ,      ,       ,0,285.33875,48.232,,
10848097,5296,4.43,0.9109,36.28,3.417,0.142,0.0685,0,285.35583,48.22149,,
10848108,5549,4.41,0.9779,      ,      ,      ,       ,0,285.36136,48.22923,,
10848218,5619,4.35,0.9969,      ,      ,      ,       ,0,285.42029,48.27153,,
10848246,5929,4.09,1.0855,      ,      ,      ,       ,0,285.43188,48.21323,,
10848334,5776,4.16,1.0408,      ,      ,      ,       ,0,285.48172,48.26683,,
10848372,4998,4.42,0.8337,      ,      ,      ,       ,0,285.50076,48.24777,,
10848418,6163,4.48,1.1585,6.642,0.175,0.315,0.2395,0,285.51788,48.24007,,
10848460,6268,4.43,1.1934,      ,      ,      ,       ,0,285.53592,48.22864,,
10848551,4863,4.39,0.7986,21.936,4.029,0.384,0.2144,0,285.58115,48.2595,,
10848557,6287,4.14,1.1999,14.116,0.372,0.392,0.2389,0,285.58554,48.29794,,
10848574,5576,4.88,0.9852,44.147,5.851,0.157,0.0198,0,285.6001,48.20045,,
10848591,5501,4.8,0.965,      ,      ,      ,       ,0,285.612,48.25772,,
10848611,6072,4.26,1.1293,      ,      ,      ,       ,0,285.62341,48.23226,,
10848659,5862,4.61,1.0657,      ,      ,      ,       ,0,285.64822,48.22342,,
10848756,5736,4.52,1.0295,      ,      ,      ,       ,0,285.70047,48.22407,,
10848778,5982,4.39,1.1015,      ,      ,      ,       ,0,285.71552,48.28205,,
10848815,4650,4.5,0.7418,      ,      ,      ,       ,0,285.73663,48.26623,,
10848829,5668,4.36,1.0105,      ,      ,      ,       ,0,285.7453,48.27959,,
10848859,5575,4.49,0.9849,      ,      ,      ,       ,0,285.76501,48.29042,,
10848874,5394,4.6,0.9366,      ,      ,      ,       ,0,285.7746,48.22748,,
10848880,5176,4.43,0.8798,      ,      ,      ,       ,0,285.77856,48.26586,,
10848882,4571,4.62,0.7202,      ,      ,      ,       ,0,285.78073,48.28483,,
10849033,5835,4.45,1.0578,      ,      ,      ,       ,0,285.85464,48.26047,,
10849082,5602,4.32,0.9923,25.838,1.24,0.226,0.1508,0,285.88303,48.21499,,
10849124,5969,4.68,1.0975,      ,      ,      ,       ,0,285.90854,48.20467,,
10849137,5413,4.47,0.9416,63.998,6.425,0.17,0.0036,0,285.91708,48.23137,,
10849222,5708,4.44,1.0216,      ,      ,      ,       ,0,285.96365,48.22869,,
10849365,5789,4.57,1.0445,      ,      ,      ,       ,0,286.03418,48.25389,,
10849378,5945,4.42,1.0903,      ,      ,      ,       ,0,286.04227,48.29668,,
10849410,5969,4.55,1.0975,      ,      ,      ,       ,0,286.06021,48.28751,,
10849440,5849,4.41,1.0619,28.147,3.104,0.251,0.1084,0,286.07449,48.29611,,
10849586,5811,4.8,1.0509,      ,      ,      ,       ,0,286.15518,48.26219,,
10849632,5863,4.43,1.066,      ,      ,      ,       ,0,286.17258,48.25979,,
10849674,5318,4.62,0.9167,      ,      ,      ,       ,0,286.18738,48.28123,,
10849686,6159,4.45,1.1572,      ,      ,      ,       ,0,286.19452,48.28637,,
10849702,5379,4.67,0.9326,      ,      ,      ,       ,0,286.20218,48.28381,,
